trade_date,close,open,high,low
2015-05-03,14.6,14.41,14.93,13.93
2015-05-10,13.8,14.62,14.79,13.41
2015-05-17,14.16,14.0,15.6,13.73
2015-05-24,14.49,13.99,14.58,13.7
2015-05-31,14.35,14.53,15.87,13.98
2015-06-07,15.57,14.38,15.75,14.13
2015-06-14,15.48,15.6,16.25,15.15
2015-06-21,13.55,15.48,15.5,13.5
2015-06-28,13.43,13.6,14.76,12.8
2015-07-05,13.7,13.85,14.72,12.88
2015-07-12,14.97,14.93,15.82,12.81
2015-07-19,15.07,14.6,15.49,14.26
2015-07-26,15.41,14.97,16.0,14.1
2015-08-02,14.18,15.41,15.96,13.76
2015-08-09,14.6,14.1,14.98,13.96
2015-08-16,14.95,14.69,15.93,14.53
2015-08-23,13.91,14.78,14.89,13.85
2015-08-30,13.58,13.65,13.82,12.54
2015-09-06,14.22,13.41,14.33,13.2
2015-09-13,13.47,13.99,14.5,13.3
2015-09-20,13.12,13.47,13.65,12.9
2015-09-27,12.9,13.06,13.35,12.85
2015-10-04,12.73,12.88,12.99,12.52
2015-10-11,13.23,13.25,13.32,13.03
2015-10-18,13.65,13.23,13.75,13.21
2015-10-25,13.74,13.7,13.8,13.17
2015-11-01,13.67,13.88,13.97,13.32
2015-11-08,14.21,13.61,14.58,13.54
2015-11-15,13.9,14.21,14.66,13.83
2015-11-22,14.49,13.81,15.27,13.71
2015-11-29,14.26,14.5,14.72,14.14
2015-12-06,18.98,14.29,19.84,14.28
2015-12-13,19.9,18.82,21.36,17.4
2015-12-20,24.43,19.6,24.43,19.01
2016-07-10,18.75,21.99,21.99,18.21
2016-07-17,17.89,18.5,18.69,17.56
2016-07-24,17.39,17.84,17.84,16.74
2016-07-31,17.14,17.26,17.93,16.81
2016-08-07,20.95,17.01,21.63,16.9
2016-08-14,22.78,20.74,22.95,20.52
2016-08-21,24.59,23.45,27.68,23.41
2016-08-28,22.89,24.79,25.56,22.71
2016-09-04,23.77,22.86,25.01,22.55
2016-09-11,23.17,23.6,24.45,23.0
2016-09-18,23.58,22.6,23.97,22.5
2016-09-25,25.48,23.58,27.08,23.23
2016-10-02,26.17,25.19,27.45,24.33
2016-10-16,26.84,25.0,27.41,24.66
2016-10-23,25.25,26.5,26.75,25.16
2016-10-30,24.75,25.25,25.45,24.5
2016-11-06,24.59,24.75,26.1,24.46
2016-11-13,25.99,24.47,28.28,24.03
2016-11-20,27.72,26.23,29.0,25.31
2016-11-27,27.2,27.27,28.25,26.01
2016-12-04,26.45,27.36,27.99,25.48
2016-12-11,24.81,25.08,25.98,24.18
2016-12-18,22.46,24.78,24.78,21.86
2016-12-25,20.3,22.0,22.0,20.1
2017-01-01,20.55,20.21,21.98,20.12
2017-01-08,20.64,20.55,21.23,20.45
2017-01-15,21.81,20.6,22.4,20.4
2017-01-22,20.68,21.81,21.81,20.31
2017-01-29,20.68,20.7,20.85,20.52
2017-02-05,20.68,20.69,20.79,20.64
2017-02-12,20.66,20.68,21.35,20.5
2017-02-19,20.54,20.65,20.98,20.52
2017-02-26,20.72,20.55,20.98,20.52
2017-03-05,20.2,20.57,20.63,20.12
2017-03-12,20.6,20.25,20.85,20.14
2017-03-19,21.54,20.65,22.4,20.51
2017-03-26,21.49,21.49,21.91,20.82
2017-04-02,20.58,21.58,21.6,20.48
2017-04-09,20.8,20.63,21.0,20.55
2017-04-16,20.64,20.72,21.57,20.2
2017-04-23,20.68,20.64,20.75,20.3
2017-04-30,19.5,20.68,20.69,19.0
2017-05-07,18.89,19.3,19.37,18.81
2017-05-14,19.4,18.89,19.45,18.32
2017-05-21,19.17,19.4,19.47,18.87
2017-05-28,20.55,19.17,20.83,18.84
2017-06-04,20.95,21.49,21.58,20.78
2017-06-11,20.87,20.75,21.45,20.71
2017-06-18,20.94,21.48,22.8,20.82
2017-06-25,24.07,20.94,24.07,20.82
2017-07-02,24.97,24.94,26.48,24.55
2017-07-09,24.66,24.76,25.2,23.43
2017-07-16,24.59,24.4,26.7,24.15
2017-07-23,24.78,25.58,26.06,24.43
2017-07-30,23.63,24.7,24.72,22.94
2017-08-06,22.84,23.52,24.12,22.71
2017-08-13,22.02,22.82,23.08,22.0
2017-08-20,22.82,22.12,22.95,21.72
2017-08-27,23.2,22.7,23.68,22.39
2017-09-03,22.88,23.27,24.42,22.74
2017-09-10,25.79,22.9,26.28,22.69
2017-09-17,29.3,25.61,30.22,24.82
2017-09-24,27.81,29.01,30.1,27.52
2017-10-01,26.25,27.2,27.28,26.0
2017-10-15,26.93,27.45,27.65,26.19
2017-10-22,26.16,26.96,26.97,25.61
2017-10-29,27.5,26.17,28.28,25.77
2017-11-05,28.19,27.5,30.54,27.41
2017-11-12,27.51,28.2,28.27,26.95
2017-11-19,28.9,27.45,29.6,26.7
2017-11-26,31.8,28.8,33.08,27.48
2017-12-03,30.73,31.45,33.83,30.1
2017-12-10,29.82,30.6,31.9,29.05
2017-12-17,29.11,29.82,30.37,29.1
2017-12-24,29.85,29.11,30.2,28.04
2017-12-31,31.06,30.3,31.71,29.87
2018-01-07,34.76,31.45,35.88,31.45
2018-01-14,35.55,35.11,36.96,34.54
2018-01-21,39.42,35.84,41.09,35.61
2018-01-28,40.04,39.0,42.24,38.51
2018-02-04,37.38,40.38,40.56,35.62
2018-02-11,31.27,36.8,38.06,30.2
2018-02-18,33.17,31.43,33.79,31.31
2018-02-25,34.72,34.0,35.1,33.33
2018-03-04,32.28,35.07,35.1,31.51
2018-03-11,33.46,32.49,33.92,32.01
2018-03-18,32.63,33.54,33.68,32.2
2018-03-25,31.07,32.57,32.58,29.21
2018-04-01,33.29,30.76,34.46,29.9
2018-04-08,32.8,33.65,34.47,32.1
2018-04-15,31.25,32.7,33.24,30.96
2018-04-22,30.15,31.2,31.23,29.56
2018-04-29,28.4,29.88,31.1,27.42
2018-05-06,26.91,28.4,28.66,26.56
2018-05-13,27.94,27.01,28.86,26.72
2018-05-20,27.15,28.08,28.29,26.53
2018-05-27,26.39,27.23,27.31,26.32
2018-06-03,26.0,26.39,26.82,24.56
2018-06-10,26.71,26.3,27.77,26.28
2018-06-17,27.99,26.74,28.3,26.68
2018-06-24,28.1,27.85,28.5,26.41
2018-07-01,24.6,28.25,28.38,23.5
2018-07-08,23.21,24.5,24.55,22.52
2018-07-15,23.72,23.37,24.49,23.17
2018-07-22,23.14,23.59,23.66,22.02
2018-07-29,23.32,22.96,25.09,22.9
2018-08-05,21.08,23.54,23.7,21.05
2018-08-12,23.18,21.18,24.07,20.52
2018-08-19,22.69,22.6,23.21,21.61
2018-08-26,22.78,22.93,24.08,22.24
2018-09-02,24.05,22.98,24.4,22.85
2018-09-09,23.21,23.85,24.57,22.69
2018-09-16,23.32,23.42,23.85,22.61
2018-09-23,25.8,23.04,26.0,22.47
2018-09-30,24.3,24.8,25.33,23.89
2018-10-14,21.8,22.95,23.2,20.81
2018-10-21,21.56,21.78,22.06,20.4
2018-10-28,23.81,21.88,24.75,21.73
2018-11-04,24.62,24.28,25.27,22.53
2018-11-11,23.55,24.48,24.59,23.53
2018-11-18,24.78,23.41,25.1,23.4
2018-11-25,24.9,24.7,26.68,24.68
2018-12-02,25.44,25.03,26.48,24.74
2018-12-09,25.34,26.0,26.06,24.76
2018-12-16,26.46,25.12,27.47,24.9
2018-12-23,24.25,26.51,26.75,23.7
2018-12-30,23.82,23.92,24.56,23.33
2019-01-06,24.93,23.83,25.0,23.67
2019-01-13,25.3,25.29,25.88,24.63
2019-01-20,25.76,25.13,25.76,24.32
2019-01-27,26.1,25.71,26.35,24.93
2019-02-03,27.68,26.2,28.22,25.86
2019-02-17,26.55,27.27,27.98,26.5
2019-02-24,26.97,26.85,27.88,26.25
2019-03-03,28.54,27.0,28.85,26.86
2019-03-10,27.4,28.8,30.52,27.02
2019-03-17,28.07,27.0,28.36,26.36
2019-03-24,29.19,28.06,30.2,27.76
2019-03-31,30.72,28.84,30.75,28.11
2019-04-07,32.22,31.02,33.12,31.0
2019-04-14,31.09,32.28,33.6,30.81
2019-04-21,31.48,31.77,32.0,30.01
2019-04-28,29.08,30.97,30.97,28.9
2019-05-05,28.88,29.01,29.56,28.38
2019-05-12,28.03,28.0,28.31,26.7
2019-05-19,27.36,27.53,28.27,27.3
2019-05-26,26.82,27.48,27.79,26.61
2019-06-02,26.7,26.79,27.62,26.3
2019-06-09,27.12,26.81,27.29,26.25
2019-06-16,27.93,27.29,28.45,27.17
2019-06-23,28.31,27.8,28.52,27.4
2019-06-30,27.81,28.12,28.25,27.63
2019-07-07,29.45,28.18,30.28,28.0
2019-07-14,29.65,29.5,29.86,28.65
2019-07-21,30.71,29.43,30.98,29.2
2019-07-28,29.96,30.71,31.45,29.6
2019-08-04,28.01,29.92,30.11,27.68
2019-08-11,27.29,27.72,27.85,26.41
2019-08-18,26.28,27.31,27.88,25.65
2019-08-25,26.96,26.9,27.77,26.42
2019-09-01,25.8,26.46,26.98,25.68
2019-09-08,26.89,25.75,27.35,25.61
2019-09-15,27.78,27.05,27.81,26.77
2019-09-22,26.8,27.77,27.77,26.6
2019-09-29,26.0,26.49,26.49,25.91
2019-10-06,25.9,25.97,26.14,25.81
2019-10-13,26.81,26.01,27.02,26.01
2019-10-20,26.96,26.95,27.73,26.69
2019-10-27,26.97,27.08,27.76,26.55
2019-11-03,26.83,26.96,26.96,26.19
2019-11-10,26.74,26.93,27.04,26.42
2019-11-17,26.49,26.58,26.66,26.0
2019-11-24,27.01,26.4,27.1,26.11
2019-12-01,27.7,27.3,28.7,27.3
2019-12-08,27.86,27.87,28.18,27.61
2019-12-15,28.15,27.96,28.35,27.73
2019-12-22,31.68,28.25,32.25,28.15
2019-12-29,31.0,31.68,32.19,30.09
2020-01-05,32.05,31.35,33.6,31.02
2020-01-12,31.46,31.75,32.48,31.05
2020-01-19,30.46,31.4,31.79,30.32
2020-01-26,28.98,30.5,30.51,28.68
2020-02-09,27.5,26.09,28.12,26.08
2020-02-16,30.8,27.25,30.8,27.12
2020-02-23,29.25,30.94,30.95,29.0
2020-03-01,29.59,29.1,30.96,28.42
2020-03-08,31.13,29.9,32.7,29.9
2020-03-15,29.45,30.6,31.57,28.2
2020-03-22,25.8,29.46,29.46,24.18
2020-03-29,26.57,24.84,27.16,24.36
2020-04-05,26.77,26.1,27.18,25.5
2020-04-12,26.88,27.34,27.42,26.59
2020-04-19,26.72,26.74,27.75,26.4
2020-04-26,25.68,26.78,26.81,25.53
2020-05-03,26.8,25.71,27.15,25.56
2020-05-10,26.26,26.2,26.37,25.88
2020-05-17,25.49,26.2,26.48,25.41
2020-05-24,25.16,25.83,26.5,25.14
2020-05-31,25.7,25.23,26.56,24.96
2020-06-07,26.41,25.98,27.96,25.98
2020-06-14,25.71,26.59,26.85,25.45
2020-06-21,25.95,25.5,26.12,25.5
2020-06-28,26.4,25.88,26.45,25.49
2020-07-05,28.65,26.1,29.12,25.71
2020-07-12,29.17,29.3,32.02,28.99
2020-07-19,27.23,28.92,29.5,26.91
2020-07-26,27.03,27.39,28.53,26.85
2020-08-02,26.84,27.27,27.28,26.33
2020-08-09,27.03,27.02,27.95,26.9
2020-08-16,27.68,27.08,29.06,27.05
2020-08-23,27.36,27.74,28.65,27.16
2020-08-30,27.57,27.58,27.75,26.54
2020-09-06,28.07,27.61,28.2,26.93
2020-09-13,28.0,27.95,29.17,27.65
2020-09-20,29.3,28.01,29.3,27.48
2020-09-27,27.62,29.29,29.56,27.4
2020-10-04,28.02,27.8,28.77,27.66
2020-10-11,28.03,28.05,28.29,27.74
2020-10-18,27.86,28.16,28.59,27.57
2020-10-25,27.88,28.0,28.59,27.28
2020-11-01,27.55,28.0,28.41,26.62
2020-11-08,29.46,27.66,29.57,27.66
2020-11-15,29.05,29.72,30.25,28.83
2020-11-22,30.87,29.39,31.1,29.0
2020-11-29,31.61,30.78,31.9,30.12
2020-12-06,30.0,31.7,32.73,29.94
2020-12-13,28.46,30.05,30.18,28.2
2020-12-20,28.5,28.6,28.99,28.24
2020-12-27,28.1,28.3,28.52,27.56
2021-01-03,28.7,28.18,28.86,27.86
2021-01-10,29.34,28.4,29.5,27.1
2021-01-17,29.95,29.5,30.79,29.27
2021-01-24,29.26,30.2,32.35,29.01
2021-01-31,27.79,29.26,30.15,27.57
2021-02-07,28.88,27.97,29.34,27.26
2021-02-14,28.83,29.0,29.76,28.35
2021-02-21,29.84,28.95,30.13,28.95
2021-02-28,33.1,29.84,34.08,29.29
2021-03-07,31.54,33.1,34.6,31.08
2021-03-14,31.49,31.9,32.36,30.3
2021-03-21,31.2,31.3,33.43,30.85
2021-03-28,30.72,30.86,31.74,30.4
2021-04-04,30.0,30.68,31.69,29.57
2021-04-11,28.86,30.0,30.0,28.73
2021-04-18,28.87,29.01,29.09,28.13
2021-04-25,28.09,28.83,29.08,27.92
2021-05-02,28.17,28.0,28.47,27.5
2021-05-09,28.0,27.87,28.35,27.73
2021-05-16,27.07,27.99,28.0,26.62
2021-05-23,26.57,27.03,27.4,26.42
2021-05-30,26.95,26.48,27.48,26.11
2021-06-06,26.33,26.95,27.18,26.18
2021-06-13,25.29,26.12,26.19,25.17
2021-06-20,24.57,25.2,25.4,24.45
2021-06-27,24.51,24.5,24.62,24.0
2021-07-04,24.05,24.63,25.35,23.5
2021-07-11,24.06,24.06,24.75,23.55
2021-07-18,23.95,24.29,24.29,23.01
2021-07-25,23.11,23.88,23.89,22.62
2021-08-01,20.66,22.8,22.8,20.09
2021-08-08,21.1,20.6,21.49,20.1
2021-08-15,22.79,21.0,23.95,20.98
2021-08-22,22.75,22.91,23.95,22.42
2021-08-29,20.9,22.81,23.23,20.72
2021-09-05,20.93,20.0,21.5,19.08
2021-09-12,20.4,20.77,21.05,19.94
2021-09-19,19.07,20.29,21.45,18.93
2021-09-26,20.32,18.9,20.93,18.74
2021-10-03,21.31,20.15,21.88,19.71
2021-10-10,21.24,21.48,21.69,21.09
2021-10-17,21.09,21.28,22.85,20.95
2021-10-24,21.33,21.03,22.05,19.91
2021-10-31,18.21,20.8,21.67,18.05
2021-11-07,17.82,18.17,18.4,17.52
2021-11-14,19.76,18.38,20.84,17.91
2021-11-21,19.9,19.56,20.28,18.92
2021-11-28,18.99,19.9,19.95,18.95
2021-12-05,19.27,18.75,19.35,18.16
2021-12-12,20.16,19.6,20.6,19.46
2021-12-19,19.53,20.08,20.54,19.4
2021-12-26,19.64,19.51,20.67,19.3
2022-01-02,19.76,19.79,20.14,19.03
2022-01-09,21.89,19.49,22.46,19.36
2022-01-16,20.7,21.8,23.09,20.67
2022-01-23,21.64,20.66,22.6,20.66
2022-01-30,20.33,21.59,22.0,20.24
2022-02-13,21.18,20.53,21.68,19.9
2022-02-20,20.48,20.95,20.95,19.56
2022-02-27,19.53,20.3,20.94,19.45
2022-03-06,18.71,19.5,19.73,18.35
2022-03-13,16.65,18.54,18.9,16.02
2022-03-20,17.45,16.38,17.55,14.43
2022-03-27,17.41,17.28,18.34,16.53
2022-04-03,20.66,17.1,20.94,17.01
2022-04-10,21.49,21.31,21.9,20.45
2022-04-17,21.3,21.05,21.88,19.85
2022-04-24,19.81,20.88,21.08,19.0
2022-05-01,19.38,19.6,19.99,17.72
2022-05-08,18.49,19.52,19.81,18.41
2022-05-15,18.67,18.49,18.88,17.78
2022-05-22,18.9,19.2,19.6,18.37
2022-05-29,18.14,18.72,18.85,18.0
2022-06-05,17.71,18.15,18.25,17.52
2022-06-12,17.86,17.69,17.95,17.0
2022-06-19,18.15,17.75,18.77,17.32
2022-06-26,18.34,18.33,19.0,18.22
2022-07-03,20.4,18.36,20.59,18.28
2022-07-10,19.28,20.23,20.47,19.04
2022-07-17,17.62,19.15,19.66,17.6
2022-07-24,17.38,17.74,18.01,17.11
2022-07-31,17.21,17.39,18.19,17.18
2022-08-07,16.46,17.14,17.15,16.02
2022-08-14,16.38,16.5,16.8,16.02
2022-08-21,17.01,16.3,17.3,16.25
2022-08-28,15.83,17.02,17.15,15.58
2022-09-04,16.8,15.74,17.2,15.35
2022-09-11,18.15,16.86,18.39,16.72
2022-09-18,18.0,18.11,18.77,17.84
2022-09-25,17.51,18.03,18.4,17.21
2022-10-02,17.83,17.69,18.08,17.13
2022-10-16,17.02,17.8,18.42,16.42
2022-10-23,16.19,16.9,17.03,16.02
2022-10-30,14.34,16.0,16.03,14.31
2022-11-06,14.04,14.08,14.1,13.13
2022-11-13,15.76,13.91,15.76,13.9
2022-11-20,15.65,16.19,16.84,15.57
2022-11-27,17.32,15.57,17.45,15.08
2022-12-04,18.39,16.89,19.69,16.63
2022-12-11,20.46,18.9,20.63,18.3
2022-12-18,19.38,20.11,20.25,18.5
2022-12-25,18.78,19.5,19.9,18.45
2023-01-01,18.2,18.74,18.91,17.93
2023-01-08,19.07,18.1,19.28,17.88
